ControlID,Domain,DomainCode,ControlTitle,ControlDescription,Question,RequiredEvidence,EvidenceItems,Status,Owner,Frequency,ScoreNumeric,Weight,Notes,SourceRef,Tags,UpdatedAt,DocControlId,ComplianceStatus,Criticality,Observations,Gaps,References,EvidenceCount,AvailableEvidenceCount,EvidenceArtifacts,EvidenceLastCollected,ExcelControlId,MCSBMapping,CISMapping,NISTMapping,PCIDSSMapping,CSACCMMapping,IANSMapping,RiskSeverity,ImplementationGap
SEC-ID-0005,Identity management,ID,Use single sign-on (SSO) for application access,"Use single sign-on (SSO) to simplify the user experience for authenticating to resources including applications and data across cloud services and on-premises environments.

Use Azure AD for workload application access (customer facing) access through Azure AD single sign-on (SSO), reducing the need for duplicate accounts. Azure AD provides identity and access management to Azure resources (in the management plane, including CLI, PowerShell, the portal), cloud applications, and on-premises applications.","1. Are enterprise SaaS applications federated with Azure AD using SAML or OIDC?
2. Are guest users accessing apps via Azure AD B2B configured with Conditional Access policies?
3. Are any applications still using standalone logins outside Azure AD federation?","1. Enterprise Application list (AzureAD PowerShell: Get-AzureADServicePrincipal | Select DisplayName, AppId).
2. Federation settings for B2B/B2C (Azure AD → External Identities → Cross-tenant access).
3. Conditional Access policy assignments for SaaS apps.
4. Sign-in logs showing federated vs non-federated authentication (Azure Portal → Azure AD → Sign-ins)","Enterprise Application list (AzureAD PowerShell: Get-AzureADServicePrincipal | Select DisplayName, AppId) | Federation settings for B2B/B2C (Azure AD → External Identities → Cross-tenant access) | Conditional Access policy assignments for SaaS apps | Sign-in logs showing federated vs non-federated authentication (Azure Portal → Azure AD → Sign-ins)",Complete,,,100,0.6,Observations: Okta and Entra ID configured.,"Excel=CSF-AZ-IM-05 | MCSB=IM-5 | DocID=IM-5 | CIS=12.5 | NIST=IA-4, IA-2, IA-8","CIS:12.5; NIST:IA-4, IA-2, IA-8; PCI:N/A; CSA:IAM-13, IAM-14; DocStatus:Compliant",2025-11-11T17:51:32.035526+00:00,IM-5,Compliant,Medium,Okta and Entra ID configured.,,1. Meeting notes.,4,,,,CSF-AZ-IM-05,IM-5,12.5,"IA-4, IA-2, IA-8",N/A,"IAM-13, IAM-14",,,
SEC-ID-0006,Identity management,ID,Use strong authentication controls,"Enforce strong authentication controls (strong passwordless authentication or multi-factor authentication) with your centralized identity and authentication management system for all access to resources. Authentication based on password credentials alone is considered legacy, as it is insecure and does not stand up to popular attack methods.
When deploying strong authentication, configure administrators and privileged users first, to ensure the highest level of the strong authentication method, quickly followed by rolling out the appropriate strong authentication policy to all users.

Azure AD supports strong authentication controls through passwordless methods and multi-factor authentication (MFA).

Passwordless authentication: Use passwordless authentication as your default authentication method. There are three options available in passwordless authentication: Windows Hello for Business, Microsoft Authenticator app phone sign-in, and FIDO2 security keys. In addition, customers can use on-premises authentication methods such as smart cards.
Multi-factor authentication: Azure MFA can be enforced on all users, select users, or at the per-user level based on sign-in conditions and risk factors. Enable Azure MFA and follow Microsoft Defender for Cloud identity and access management recommendations for your MFA setup.
If legacy password-based authentication is still used for Azure AD authentication, be aware that cloud-only accounts (user accounts created directly in Azure) have a default baseline password policy. And hybrid accounts (user accounts that come from on-premises Active Directory) follow the on-premises password policies.

For third-party applications and services that may have default IDs and passwords, you should disable or change them during initial service setup.","1. Is MFA enforced for all privileged accounts and end users via Conditional Access?
2. Are passwordless authentication methods (FIDO2, Authenticator app, Windows Hello) enabled?
3. Is Azure AD Password Protection in place with custom banned password lists?
4. Are break-glass accounts exempt from MFA but monitored with alerts?","1. Conditional Access policies export (Get-AzureADMSConditionalAccessPolicy).
2. MFA registration report (Azure AD → Security → MFA → Registration Details).
3. Azure AD Password Protection policy configuration (Azure AD → Security →
Authentication Methods → Password Protection).
4. Azure Monitor alerts for break-glass account usage.",Conditional Access policies export (Get-AzureADMSConditionalAccessPolicy) | MFA registration report (Azure AD → Security → MFA → Registration Details) | Azure AD Password Protection policy configuration (Azure AD → Security → | Authentication Methods → Password Protection) | Azure Monitor alerts for break-glass account usage,Complete,,,100,0.85,"Observations: MFA is Enforced for administrative access
CyberArk is used PAM","Excel=CSF-AZ-IM-06 | MCSB=IM-6 | DocID=IM-6 | CIS=6.3, 6.4 | NIST=AC-2, AC-3, IA-2, IA-5, IA-8","CIS:6.3, 6.4; NIST:AC-2, AC-3, IA-2, IA-5, IA-8; PCI:7.2, 8.2, 8.3, 8.4; CSA:IAM-15, IAM-16; DocStatus:Compliant",2025-11-11T17:51:32.035526+00:00,IM-6,Compliant,High,"MFA is Enforced for administrative access
CyberArk is used PAM",,1. Meeting notes.,4,,,,CSF-AZ-IM-06,IM-6,"6.3, 6.4","AC-2, AC-3, IA-2, IA-5, IA-8","7.2, 8.2, 8.3, 8.4","IAM-15, IAM-16",,,
SEC-ID-0007,Identity management,ID,Restrict resource access based on conditions,"Explicitly validate trusted signals to allow or deny user access to resources, as part of a zero-trust access model. Signals to validate should include strong authentication of user account, behavioral analytics of user account, device trustworthiness, user or group membership, locations and so on.

Use Azure AD conditional access for more granular access controls based on user-defined conditions, such as requiring user logins from certain IP ranges (or devices) to use MFA. Azure AD Conditional Access allows you to enforce access controls on your organization’s apps based on certain conditions.

Define the applicable conditions and criteria for Azure AD conditional access in the workload. Consider the following common use cases:

Requiring multi-factor authentication for users with administrative roles
Requiring multi-factor authentication for Azure management tasks
Blocking sign-ins for users attempting to use legacy authentication protocols
Requiring trusted locations for Azure AD Multi-Factor Authentication registration
Blocking or granting access from specific locations
Blocking risky sign-in behaviors
Requiring organization-managed devices for specific applications
Note: Granular authentication session management controls can also be implemented through Azure AD conditional access policy, such as sign-in frequency and persistent browser session.","1. Are Conditional Access policies applied based on device compliance (Intune), location, or risk level?
2. Are session controls (sign-in frequency, persistent browser sessions) enforced?
3. Are Conditional Access policies tested against high-risk users and applications?","1. Full Conditional Access policy JSON export.
2. Intune compliance policy configuration export.
3. Azure AD sign-in logs showing risk-based MFA enforcement.
4. Conditional Access “What-If” test results (Azure Portal → Conditional Access → What If).",Full Conditional Access policy JSON export | Intune compliance policy configuration export | Azure AD sign-in logs showing risk-based MFA enforcement | Conditional Access “What-If” test results (Azure Portal → Conditional Access → What If),Complete,,,100,0.85,Observations: Zero Trust Principles: Geolocation-based access policies are enabled and applied almost universally as a key feature of the zero-trust strategy.,"Excel=CSF-AZ-IM-07 | MCSB=IM-7 | DocID=IM-7 | CIS=3.3, 6.4, 13.5 | NIST=AC-2, AC-3, AC-6","CIS:3.3, 6.4, 13.5; NIST:AC-2, AC-3, AC-6; PCI:7.2; CSA:IAM-04, IAM-17; DocStatus:Compliant",2025-11-11T17:51:32.035526+00:00,IM-7,Compliant,High,Zero Trust Principles: Geolocation-based access policies are enabled and applied almost universally as a key feature of the zero-trust strategy.,,1. Meeting notes.,4,,,,CSF-AZ-IM-07,IM-7,"3.3, 6.4, 13.5","AC-2, AC-3, AC-6",7.2,"IAM-04, IAM-17",,,
SEC-ID-0008,Identity management,ID,Restrict the exposure of credentials and secrets,"Ensure that application developers securely handle credentials and secrets:

Avoid embedding the credentials and secrets into the code and configuration files
Use key vault or a secure key store service to store the credentials and secrets
Scan for credentials in source code.

When using a managed identity is not an option, ensure that secrets and credentials are stored in secure locations such as Azure Key Vault, instead of embedding them into the code and configuration files.

If you use Azure DevOps and GitHub for your code management platform:

Implement Azure DevOps Credential Scanner to identify credentials within the code.
For GitHub, use the native secret scanning feature to identify credentials or other form of secrets within the code.
Clients such as Azure Functions, Azure Apps services, and VMs can use managed identities to access Azure Key Vault securely. See Data Protection controls related to the use of Azure Key Vault for secrets management.

Note: Azure Key Vault provides automatic rotation for supported services. For secrets that cannot be automatically rotated, ensure they are manually rotated periodically and purged when no longer in use.","1. Are all application secrets, keys, and certificates stored in Azure Key Vault?
2. Is RBAC enforced for Key Vault access instead of using access policies only?
3. Are DevOps pipelines scanned for secrets (e.g., GitHub secret scanning, Microsoft Security DevOps)?
4. Are rotation schedules in place for secrets/certificates?
5. Are audit logs enabled for Key Vault access events?","1. Key Vault access policy and RBAC role assignment export (az keyvault show --name <vault> and az role assignment list).
2. Key Vault diagnostic settings showing logs sent to Log Analytics/Event Hub.
3. Secret scanning reports from GitHub/Azure DevOps.
4. Secret and certificate expiry/rotation configuration (az keyvault certificate list --vault-name <vault>).",Key Vault access policy and RBAC role assignment export (az keyvault show --name <vault> and az role assignment list) | Key Vault diagnostic settings showing logs sent to Log Analytics/Event Hub | Secret scanning reports from GitHub/Azure DevOps | Secret and certificate expiry/rotation configuration (az keyvault certificate list --vault-name <vault>),Complete,,,100,0.85,"Observations: Veracode is used for scanning credentials and secrets in the DevOps pipeline
 Azure Key Vault is utilized for Secret management in MCA","Excel=CSF-AZ-IM-08 | MCSB=IM-8 | DocID=IM-8 | CIS=16.9, 16.12 | NIST=IA-5","CIS:16.9, 16.12; NIST:IA-5; PCI:3.5, 6.3, 8.2; CSA:IAM-18, IVS-02; DocStatus:Compliant",2025-11-11T17:51:32.035526+00:00,IM-8,Compliant,High,"Veracode is used for scanning credentials and secrets in the DevOps pipeline
 Azure Key Vault is utilized for Secret management in MCA",,1. Meeting Notes,4,,,,CSF-AZ-IM-08,IM-8,"16.9, 16.12",IA-5,"3.5, 6.3, 8.2","IAM-18, IVS-02",,,
SEC-ID-0009,Identity management,ID,Secure user access to existing applications,"In a hybrid environment, where you have on-premises applications or non-native cloud applications using legacy authentication, consider solutions such as cloud access security broker (CASB), application proxy, single sign-on (SSO) to govern the access to these applications for the following benefits:

Enforce a centralized strong authentication
Monitor and control risky end-user activities
Monitor and remediate risky legacy applications activities
Detect and prevent sensitive data transmission

Protect your on-premises and non-native cloud applications using legacy authentication by connecting them to:

Azure AD Application Proxy and configure header-based authentication to allow single sign-on (SSO) access to the applications for remote users, while explicitly validating the trustworthiness of both remote users and devices with Azure AD Conditional Access. If required, use a a third-party Software-Defined Perimeter (SDP) solution which can offer similar functionality.
Microsoft Defender for Cloud Apps, which serves a cloud access security broker (CASB) service to monitor and block user access to unapproved third-party SaaS applications.
Your existing third-party application delivery controllers and networks.","1. Are Azure AD sign-in and audit logs integrated into Sentinel or another SIEM?
2. Are risky sign-ins, leaked credentials, and impossible travel events monitored?
3. Are automated remediation actions applied (MFA challenge, block, conditional access)?
4. Are deprecated accounts or stale service principals detected and alerted on?","1. Azure AD sign-in logs export (az ad signin list or Portal → Azure AD → Sign-ins).
2. Sentinel analytics rules for identity anomalies (Azure Sentinel → Analytics → Rule templates).
3. Identity Protection risky users/sign-ins export.
4. Reports of inactive accounts (Get-AzureADUser -All $true | ?{$_.AccountEnabled -eq $false})",Azure AD sign-in logs export (az ad signin list or Portal → Azure AD → Sign-ins) | Sentinel analytics rules for identity anomalies (Azure Sentinel → Analytics → Rule templates) | Identity Protection risky users/sign-ins export | Reports of inactive accounts (Get-AzureADUser -All $true | ?{$_.AccountEnabled -eq $false}),NotStarted,,,0,0.5,,"Excel=CSF-AZ-IM-09 | MCSB=IM-9 | CIS=6.7, 12.5 | NIST=AC-2, AC-3, SC-11","CIS:6.7, 12.5; NIST:AC-2, AC-3, SC-11; PCI:N/A; CSA:EKM-01, EKM-02, IAM-19",2025-11-11T17:51:32.035526+00:00,,,,,,,4,,,,CSF-AZ-IM-09,IM-9,"6.7, 12.5","AC-2, AC-3, SC-11",N/A,"EKM-01, EKM-02, IAM-19",,,
SEC-ID-0010,Identity management,ID,SSO utilized for most console/portal access,"Access to the CSP's console/portal is done through consolidated single sign-on. This can be via an external SSO provider or one built into the cloud platform.

This is the default for Azure, which requires the use of Entra ID (formerly Azure AD)",Is the organization currently following the Azure Guidance ?,Confirmation of the Assessment question,Confirmation of the Assessment question,NotStarted,,,0,0.5,,Excel=CSF-AZ-IM-10,IANS:IAM-02.1,2025-11-11T17:51:32.035526+00:00,,,,,,,1,,,,CSF-AZ-IM-10,,,,,,IAM-02.1,,
SEC-ID-0011,Identity management,ID,Users do not access the cloud console/portal outside of SSO,"Access to the cloud console or portal is only through the SSO portal, with the exception of a break-glass account (in case the SSO integration breaks).

This is the default for Azure, which requires the use of Entra ID",Is the organization currently following the Azure Guidance ?,Confirmation of the Assessment question,Confirmation of the Assessment question,NotStarted,,,0,0.5,,Excel=CSF-AZ-IM-11,IANS:IAM-03.1,2025-11-11T17:51:32.035526+00:00,,,,,,,1,,,,CSF-AZ-IM-11,,,,,,IAM-03.1,,
SEC-ID-0012,Identity management,ID,An IAM data perimeter is enforced,"An IAM data perimeter as an advanced concept that restricts where API calls are able to originate. While it may be implemented in all environments, it is especially important for production accounts.

This is typically based on IP address but may also rely on device restrictions. Each cloud provider enforces these differently (and not all cloud providers support the capability at all), but the goal is to prevent an attacker from stealing static or session credentials (including tokens) and using them from a location under that attackers control.

The subscription uses conditional access policies consistently",Is the organization currently following the Azure Guidance ?,Confirmation of the Assessment question,Confirmation of the Assessment question,NotStarted,,,0,0.5,,Excel=CSF-AZ-IM-12,IANS:IAM-05.1,2025-11-11T17:51:32.035526+00:00,,,,,,,1,,,,CSF-AZ-IM-12,,,,,,IAM-05.1,,
SEC-ID-0013,Identity management,ID,JIT access used for access to production deployments,"Rather than allowing persistent human access to cloud deployments, a just-in-time (JIT) system provisions time-limited, session-based access on demand.

JIT requests must meet policy guidelines and the system must support out-of-band approvals for highly privileged access.

Azure PIM is enabled and used on all production subscriptions",Is the organization currently following the Azure Guidance ?,Confirmation of the Assessment question,Confirmation of the Assessment question,NotStarted,,,0,0.5,,Excel=CSF-AZ-IM-13,IANS:IAM-05.2,2025-11-11T17:51:32.035526+00:00,,,,,,,1,,,,CSF-AZ-IM-13,,,,,,IAM-05.2,,
SEC-IR-0001,Incident response,IR,Preparation - update incident response plan and handling process,"Ensure your organization follows industry best practice to develop processes and plans to respond to security incidents on the cloud platforms. Be mindful about the shared responsibility model and the variances across IaaS, PaaS, and SaaS services. This will have a direct impact on how you collaborate with your cloud provider in incident response and handling activities, such as incident notification and triage, evidence collection, investigation, eradication, and recovery.

Regularly test the incident response plan and handling process to ensure they're up to date.

Update your organization's incident response process to include the handling of incidents in the Azure platform. Based on the Azure services used and your application nature, customize the incident response plan and playbook to ensure they can be used to respond to the incident in the cloud environment.","1.	Is there an Azure-specific IR plan covering Sentinel, Defender for Cloud, and AAD?
2.	When was the last IR tabletop exercise conducted?
3.	Are runbooks/playbooks reviewed and updated after plan revisions?","1.	IR plan version log with last modified timestamp ( SharePoint/Confluence version history ).
2.	Sentinel playbook export: az sentinel automation-rule list -- resource-group <rg> -- workspace-name <ws>
3.	Change history for IR runbooks in Azure Automation ( az automation runbook list .. resource-group <rg> ).
4.	Evidence of simulated attack drill in Sentinel ( SecurityIncident | where Title contains ""simulation"" ).","IR plan version log with last modified timestamp ( SharePoint/Confluence version history ) | Sentinel playbook export: az sentinel automation-rule list -- resource-group <rg> -- workspace-name <ws> | Change history for IR runbooks in Azure Automation ( az automation runbook list .. resource-group <rg> ) | Evidence of simulated attack drill in Sentinel ( SecurityIncident | where Title contains ""simulation"" )",InProgress,,,60,0.85,"Observations: Incident Response Partner manages the Azure Incident response in co-ordination with CONTOSO, assuming that Incident Response Partner will comply to the control implementation & Industry best practises","Excel=CSF-AZ-IR-01 | MCSB=IR-1 | DocID=IR-1 | CIS=17.4, 17.7 | NIST=IR-4, IR-8","CIS:17.4, 17.7; NIST:IR-4, IR-8; PCI:10.8; CSA:SEF-01, SEF-02, SEF-03; DocStatus:Partial Compliant",2025-11-11T17:51:32.035526+00:00,IR-1,Partial Compliant,High,"Incident Response Partner manages the Azure Incident response in co-ordination with CONTOSO, assuming that Incident Response Partner will comply to the control implementation & Industry best practises",,,4,,,,CSF-AZ-IR-01,IR-1,"17.4, 17.7","IR-4, IR-8",10.8,"SEF-01, SEF-02, SEF-03",,,
SEC-IR-0002,Incident response,IR,Preparation - setup incident notification,"Ensure the security alerts and incident notifications from the cloud service provider's platform and your environments can be received by correct contact in your incident response organization.

Set up security incident contact information in Microsoft Defender for Cloud. This contact information is used by Microsoft to contact you if the Microsoft Security Response Center (MSRC) discovers that your data has been accessed by an unlawful or unauthorized party. You also have options to customize incident alerts and notification in different Azure services based on your incident response needs.","1.	Is a security contact configured in Defender for Cloud?
2.	Are incident alerts integrated with ticketing (ServiceNow, Jira) or paging (Teams,
PagerDuty)?
3.	Are alternate comms (SMS/email) tested for out-of-band notifications?","1.	az security contact list -- query ""[]. {Email: email, Phone: phone}"".
2.	Sentinel alert - Logic App connector export proving ServiceNow integration.
3.	Azure Monitor action group configuration ( az monitor action-group list ).","az security contact list -- query ""[]. {Email: email, Phone: phone}"" | Sentinel alert - Logic App connector export proving ServiceNow integration | Azure Monitor action group configuration ( az monitor action-group list )",Complete,,,100,0.85,"Observations: Incident Response Partner manages the Azure Incident response in co-ordination with CONTOSO, assuming that Incident Response Partner will comply to the control implementation & Industry best practises
Defender for cloud has email notification set-up","Excel=CSF-AZ-IR-02 | MCSB=IR-2 | DocID=IR-2 | CIS=17.1, 17.3, 17.6 | NIST=IR-4, IR-8, IR-5, IR-6","CIS:17.1, 17.3, 17.6; NIST:IR-4, IR-8, IR-5, IR-6; PCI:12.1; CSA:SEF-04, SEF-02; DocStatus:Compliant",2025-11-11T17:51:32.035526+00:00,IR-2,Compliant,High,"Incident Response Partner manages the Azure Incident response in co-ordination with CONTOSO, assuming that Incident Response Partner will comply to the control implementation & Industry best practises
Defender for cloud has email notification set-up",,Meeting Notes and Defender for Cloud,3,,,,CSF-AZ-IR-02,IR-2,"17.1, 17.3, 17.6","IR-4, IR-8, IR-5, IR-6",12.1,"SEF-04, SEF-02",,,
SEC-IR-0003,Incident response,IR,Detection and analysis - create incidents based on high-quality alerts,"Ensure you have a process to create high-quality alerts and measure the quality of alerts. This allows you to learn lessons from past incidents and prioritize alerts for analysts, so they don't waste time on false positives.

High-quality alerts can be built based on experience from past incidents, validated community sources, and tools designed to generate and clean up alerts by fusing and correlating diverse signal sources.

Microsoft Defender for Cloud provides high-quality alerts across many Azure assets. You can use the Microsoft Defender for Cloud data connector to stream the alerts to Microsoft Sentinel. Microsoft Sentinel lets you create advanced alert rules to generate incidents automatically for an investigation.

Export your Microsoft Defender for Cloud alerts and recommendations using the export feature to help identify risks to Azure resources. Export alerts and recommendations either manually or in an ongoing, continuous fashion.","1.	Are Microsoft Defender alerts automatically converted into Sentinel incidents?
2.	Is there deduplication/correlation to prevent alert flooding?
3.	How is fidelity measured (false positives, true positives)?
4.	Are alerts prioritized against MITRE ATT&CK techniques?","1.	Sentinel analytics rule export ( az sentinel alert-rule list ).
2.	Incident export where ProviderName == ""Microsoft. Security"".
3.	KQL correlation query: Kusto : SecurityIncident | summarize count() by AlertProductNames
4.	MITRE ATT&CK mapping workbook screenshot from Sentinel.
5.	Log Analytics query showing false positive suppression rates.","Sentinel analytics rule export ( az sentinel alert-rule list ) | Incident export where ProviderName == ""Microsoft. Security"" | KQL correlation query: Kusto : SecurityIncident | summarize count() by AlertProductNames | MITRE ATT&CK mapping workbook screenshot from Sentinel | Log Analytics query showing false positive suppression rates",Complete,,,100,0.85,"Observations: Incident Response Partner manages the Azure Incident response in co-ordination with CONTOSO, assuming that Incident Response Partner will comply to the control implementation & Industry best practises

Gaps: .","Excel=CSF-AZ-IR-03 | MCSB=IR-3 | DocID=IR-3 | CIS=17.9 | NIST=IR-4, IR-5, IR-7","CIS:17.9; NIST:IR-4, IR-5, IR-7; PCI:10.8; CSA:LOG-05, LOG-08, SEF-03; DocStatus:Compliant",2025-11-11T17:51:32.035526+00:00,IR-3,Compliant,High,"Incident Response Partner manages the Azure Incident response in co-ordination with CONTOSO, assuming that Incident Response Partner will comply to the control implementation & Industry best practises",.,Meeting Notes,5,,,,CSF-AZ-IR-03,IR-3,17.9,"IR-4, IR-5, IR-7",10.8,"LOG-05, LOG-08, SEF-03",,,
SEC-IR-0004,Incident response,IR,Detection and analysis - investigate an incident,"Ensure the security operation team can query and use diverse data sources as they investigate potential incidents, to build a full view of what happened. Diverse logs should be collected to track the activities of a potential attacker across the kill chain to avoid blind spots. You should also ensure insights and learnings are captured for other analysts and for future historical reference.

Use the cloud native SIEM and incident management solution if your organization does not have an existing solution to aggregate security logs and alerts information. Correlate incident data based on the data sourced from different sources to facility the incident investigations.

Ensure your security operations team can query and use diverse data sources that are collected from the in-scope services and systems. In addition, it sources can also include:

Identity and access log data: Use Azure AD logs and workload (such as operating systems or application level) access logs for correlating identity and access events.
Network data: Use network security groups' flow logs, Azure Network Watcher, and Azure Monitor to capture network flow logs and other analytics information.
Incident related activity data of from snapshots of the impacted systems, which can be obtained through:
The azure virtual machine's snapshots capability, to create a snapshot of the running system's disk.
The operating system's native memory dump capability, to create a snapshot of the running system's memory.
The snapshot feature of other supported Azure services or your software's own capability, to create snapshots of the running systems.
Microsoft Sentinel provides extensive data analytics across virtually any log source and a case management portal to manage the full lifecycle of incidents. Intelligence information during an investigation can be associated with an incident for tracking and reporting purposes.","1.	Are telemetry sources (AAD sign-in, NSG flows, VM OS logs) ingested into Sentinel?
2.	Are snapshots and forensic images taken during investigation?
3.	Do analysts use standardized KQL queries/playbooks?","1.	Sample KQL queries run during last incident investigation.
2.	NSG flow log JSON export ( az network watcher flow-log show ).
3.	VM snapshot list ( az snapshot list -- resource-group <rg> ).
4.	Immutable storage container listing forensic memory dumps.",Sample KQL queries run during last incident investigation | NSG flow log JSON export ( az network watcher flow-log show ) | VM snapshot list ( az snapshot list -- resource-group <rg> ) | Immutable storage container listing forensic memory dumps,Complete,,,100,0.85,"Observations: Investigation hub: Google SecOps (Chronicle) as primary query/correlation plane
Ingestion/normalization: Cribl routes and normalizes logs to Chronicle; basic field mapping in place.
Incident Response Partner manages the Azure Incident response in co-ordination with CONTOSO, assuming that Incident Response Partner will comply to the control implementation & Industry best practises",Excel=CSF-AZ-IR-04 | MCSB=IR-4 | DocID=IR-4 | CIS=N/A | NIST=IR-4,"CIS:N/A; NIST:IR-4; PCI:12.1; CSA:SEF-04, GRM-07; DocStatus:Compliant",2025-11-11T17:51:32.035526+00:00,IR-4,Compliant,High,"Investigation hub: Google SecOps (Chronicle) as primary query/correlation plane
Ingestion/normalization: Cribl routes and normalizes logs to Chronicle; basic field mapping in place.
Incident Response Partner manages the Azure Incident response in co-ordination with CONTOSO, assuming that Incident Response Partner will comply to the control implementation & Industry best practises",,Meeting Notes,4,,,,CSF-AZ-IR-04,IR-4,N/A,IR-4,12.1,"SEF-04, GRM-07",,,
SEC-IR-0005,Incident response,IR,Detection and analysis - prioritize incidents,"Provide context to security operations teams to help them determine which incidents ought to first be focused on, based on alert severity and asset sensitivity defined in your organization’s incident response plan.

Additionally, mark resources using tags and create a naming system to identify and categorize your cloud resources, especially those processing sensitive data. It is your responsibility to prioritize the remediation of alerts based on the criticality of the resources and environment where the incident occurred.

Microsoft Defender for Cloud assigns a severity to each alert to help you prioritize which alerts should be investigated first. The severity is based on how confident Microsoft Defender for Cloud is in the finding or the analytics used to issue the alert, as well as the confidence level that there was malicious intent behind the activity that led to the alert.

Similarly, Microsoft Sentinel creates alerts and incidents with an assigned severity and other details based on analytics rules. Use analytic rule templates and customize the rules according to your organization's needs to support incident prioritization. Use automation rules in Microsoft Sentinel to manage and orchestrate threat response in order to maximize your security operation's team efficiency and effectiveness, including tagging incidents to classify them.","1.	How are severity levels defined (system default vs custom rules)?
2.	Are incidents tied to asset tags or business impact classifications?
3.	Are SLA response times enforced across severities?
4.	How are repeated incidents prioritized differently from new ones?","1.	Sentinel incident export with severity metadata.
2.	Azure Resource Graph query: Kusto : Resources | where tags. CriticalAsset == ""true""
3.	SLA compliance metrics from SOC ticketing integration.
4.	Sentinel incident timeline export showing ""repeat offenders.""","Sentinel incident export with severity metadata | Azure Resource Graph query: Kusto : Resources | where tags. CriticalAsset == ""true"" | SLA compliance metrics from SOC ticketing integration | Sentinel incident timeline export showing ""repeat offenders.""",Complete,,,100,0.85,"Observations: Incident Response Partner manages the Azure Incident response in co-ordination with CONTOSO, assuming that Incident Response Partner will comply to the control implementation & Industry best practises","Excel=CSF-AZ-IR-05 | MCSB=IR-5 | DocID=IR-5 | CIS=17.4, 17.9 | NIST=IR-4","CIS:17.4, 17.9; NIST:IR-4; PCI:12.1; CSA:CCC-05, SEF-05; DocStatus:Compliant",2025-11-11T17:51:32.035526+00:00,IR-5,Compliant,High,"Incident Response Partner manages the Azure Incident response in co-ordination with CONTOSO, assuming that Incident Response Partner will comply to the control implementation & Industry best practises",,Meeting Notes,4,,,,CSF-AZ-IR-05,IR-5,"17.4, 17.9",IR-4,12.1,"CCC-05, SEF-05",,,
SEC-IR-0006,Incident response,IR,"Containment, eradication and recovery - automate the incident handling","Automate the manual, repetitive tasks to speed up response time and reduce the burden on analysts. Manual tasks take longer to execute, slowing each incident and reducing how many incidents an analyst can handle. Manual tasks also increase analyst fatigue, which increases the risk of human error that causes delays and degrades the ability of analysts to focus effectively on complex tasks.

Use workflow automation features in Microsoft Defender for Cloud and Microsoft Sentinel to automatically trigger actions or run a playbooks to respond to incoming security alerts. Playbooks take actions, such as sending notifications, disabling accounts, and isolating problematic networks.","1.	Which incidents trigger automated SOAR playbooks?
2.	What containment steps are executed automatically (block IP, isolate VM, disable account)?
3.	How are manual approvals integrated into automated flows?","1.	Sentinel automation rule JSON export.
2.	Logic App runbook execution log for VM isolation.
3.	Azure AD audit logs: Kusto: AuditLogs | where ActivityDisplayName == ""Block user""
4.	Approval logs/screenshots from playbooks requiring analyst confirmation.","Sentinel automation rule JSON export | Logic App runbook execution log for VM isolation | Azure AD audit logs: Kusto: AuditLogs | where ActivityDisplayName == ""Block user"" | Approval logs/screenshots from playbooks requiring analyst confirmation",Complete,,,100,0.85,"Observations: SOAR: Google SecOps 
Incident Response Partner manages the Azure Incident response in co-ordination with CONTOSO, assuming that Incident Response Partner will comply to the control implementation & Industry best practises","Excel=CSF-AZ-IR-06 | MCSB=IR-6 | DocID=IR-6 | CIS=N/A | NIST=IR-4, IR-5, IR-6","CIS:N/A; NIST:IR-4, IR-5, IR-6; PCI:12.1; CSA:SEF-06, GRM-08; DocStatus:Compliant",2025-11-11T17:51:32.035526+00:00,IR-6,Compliant,High,"SOAR: Google SecOps 
Incident Response Partner manages the Azure Incident response in co-ordination with CONTOSO, assuming that Incident Response Partner will comply to the control implementation & Industry best practises",,Meeting Notes,4,,,,CSF-AZ-IR-06,IR-6,N/A,"IR-4, IR-5, IR-6",12.1,"SEF-06, GRM-08",,,
